trial,world,rho0,used_astar,astar,bc,adaptive,astar_route_efficiency,bc_route_efficiency,adaptive_route_efficiency,astar_decision_ms,bc_decision_ms,adaptive_decision_ms
978,dense,0.5583,False,1,1,1,0.7705,0.7806,0.7806,1.6563,1.1322,1.1318
979,dense,0.9000,False,1,1,1,0.7560,0.8855,0.8855,1.6417,0.9252,0.9233
980,dense,0.5194,False,1,1,1,0.8604,0.9722,0.9722,1.1134,0.7406,0.7411
981,very_dense,0.8306,False,0,0,0,0.0701,0.2774,0.2774,3.8771,0.6169,0.6134
982,dense,0.6972,False,1,1,1,0.8365,0.8480,0.8480,0.9831,0.7366,0.7377
983,dense,0.4889,False,1,1,1,0.8795,0.8698,0.8698,0.9793,0.7449,0.7373
984,dense,0.7528,False,1,1,1,0.8445,1.0366,1.0366,0.8761,0.6025,0.6055
985,dense,0.4250,False,1,1,1,0.6861,0.6841,0.6841,2.0841,1.3785,1.3815
986,dense,0.6028,False,1,1,1,0.8857,0.9190,0.9190,0.9922,0.7085,0.7089
987,sparse,0.4528,False,1,1,1,0.8912,0.9144,0.9144,0.4811,0.4456,0.4432
988,sparse,0.3500,False,1,1,1,0.7108,0.6999,0.6999,1.1814,0.8294,0.8128
989,very_dense,0.6306,False,1,1,1,0.8578,1.0626,1.0626,1.6201,0.9165,0.9105
990,dense,0.6361,False,1,1,1,0.8986,1.0943,1.0943,0.8807,0.6274,0.6275
991,dense,0.8306,False,1,1,1,0.8358,0.8790,0.8790,1.3102,0.8795,1.0228
992,sparse,0.2806,True,1,1,1,0.7764,0.7845,0.7764,0.8511,0.6100,0.7710
993,dense,0.6111,False,1,1,1,0.7908,1.0833,1.0833,1.4076,0.7983,0.7886
994,dense,0.4028,False,1,1,1,0.9322,1.0475,1.0475,0.8398,0.6483,0.6467
995,dense,0.6639,False,1,1,1,0.8888,1.0831,1.0831,0.8354,0.6163,0.8000
996,dense,0.6417,False,1,1,1,0.8590,0.9239,0.9239,1.2184,0.7402,0.7255
997,dense,0.3472,False,1,1,1,0.8896,0.9629,0.9629,0.8972,0.6664,0.6635
998,very_dense,0.7667,False,0,0,0,0.4811,0.5117,0.5117,1.3987,0.6187,0.6181
999,dense,0.4389,False,1,1,1,0.6217,0.5611,0.5611,2.5946,1.7015,1.6755
1000,very_dense,0.8639,False,0,0,0,0.0743,0.6303,0.6303,3.7062,0.6863,0.6853
1001,very_dense,0.8278,False,0,0,0,0.6470,0.1949,0.1949,0.8668,0.6444,0.6324
1002,dense,0.3361,False,1,1,1,0.7725,0.7907,0.7907,2.0869,1.3207,1.3195
1003,very_dense,0.5917,False,1,1,1,0.9023,1.1716,1.1716,1.0656,0.6962,0.7163
1004,sparse,0.0333,True,1,1,1,0.7132,0.7322,0.7132,1.1747,0.8560,1.1696
1005,very_dense,0.8861,False,1,1,1,0.8857,1.1067,1.1067,1.0626,0.7262,0.7084
1006,very_dense,0.8111,False,0,1,1,0.0537,0.2540,0.2540,6.4337,1.0991,0.9254
1007,dense,0.5222,False,1,0,0,0.8727,1.2539,1.2539,0.9760,0.5388,0.5183
1008,very_dense,0.7306,False,0,1,1,,,,3.7009,0.8482,0.8459
1009,dense,0.7306,False,1,1,1,0.9091,0.9531,0.9531,0.8325,0.6341,0.6345
1010,sparse,0.3750,False,1,1,1,0.8707,0.8839,0.8839,0.6046,0.5254,0.5149
1011,very_dense,0.8694,False,1,1,1,0.8754,1.1643,1.1643,1.0425,0.7107,0.7012
1012,sparse,0.1917,True,1,1,1,0.8823,1.0119,0.8823,0.5046,0.4353,0.4989
1013,sparse,0.2306,True,1,1,1,0.8925,0.8801,0.8925,0.4952,0.4624,0.4920
1014,dense,0.7667,False,1,1,1,0.8478,0.9853,0.9853,1.1516,0.7645,0.7606
1015,very_dense,0.8028,False,1,0,0,0.8160,1.0199,1.0199,1.5903,0.6029,0.6239
1016,dense,0.4667,False,1,1,1,0.8962,0.9342,0.9342,0.8833,0.6788,0.6758
1017,dense,0.7167,False,1,1,1,0.8175,0.9250,0.9250,1.2698,0.7880,0.7654
1018,sparse,0.4667,False,1,1,1,0.6044,0.5755,0.5755,1.3606,0.9931,0.9707
1019,sparse,0.2500,True,1,1,1,0.8431,0.8281,0.8431,0.5740,0.5126,0.5659
1020,sparse,0.1917,True,1,1,1,0.8151,0.8533,0.8151,0.6896,0.5637,0.6900
1021,sparse,0.2667,True,1,1,1,0.8054,0.8320,0.8054,0.6601,0.5398,0.6407
1022,very_dense,0.7750,False,0,0,0,0.1865,0.3691,0.3691,1.9332,0.6239,0.6186
1023,very_dense,0.7694,False,1,1,1,0.8074,0.9076,0.9076,1.7188,1.0710,1.0846
1024,very_dense,0.9194,False,0,0,0,0.1946,0.3899,0.3899,1.9101,0.6513,0.6321
1025,sparse,0.4806,False,1,1,1,0.8775,0.9309,0.9309,0.4868,0.4440,0.4388
1026,sparse,0.3472,False,1,1,1,0.6900,1.8239,1.8239,1.3765,0.5383,0.5151
1027,sparse,0.1667,True,1,1,1,0.8791,0.8824,0.8791,0.5754,0.5173,0.5820
1028,dense,0.4444,False,1,1,1,0.8908,1.0554,1.0554,0.9129,0.6146,0.6244
1029,dense,0.4028,False,1,1,1,0.6231,0.5881,0.5881,3.2003,2.0171,2.0139
1030,dense,0.8306,False,1,1,1,0.7711,0.7914,0.7914,1.6516,1.0633,1.3317
1031,sparse,0.7556,False,1,1,1,0.8523,0.9484,0.9484,0.5463,0.5049,0.4639
1032,very_dense,0.7972,False,1,1,1,0.8847,1.4589,1.4589,1.7599,0.8109,0.8026
1033,sparse,0.7639,False,1,1,1,0.9054,1.1992,1.1992,0.5538,0.4581,0.4712
1034,sparse,0.1639,True,1,1,1,0.7626,0.7768,0.7626,0.7309,0.5876,0.7281
1035,very_dense,0.7917,False,1,1,1,0.7424,0.8636,0.8636,2.4824,1.2948,1.2894
1036,very_dense,0.8750,False,1,0,0,0.9206,0.5936,0.5936,0.9861,0.6025,0.5964
1037,sparse,0.1500,True,1,1,1,0.8973,0.9555,0.8973,0.5110,0.4633,0.5070
1038,dense,0.6806,False,1,1,1,0.8178,0.9021,0.9021,1.2305,0.8011,0.8008
1039,very_dense,0.7222,False,1,1,1,0.7505,0.8918,0.8918,2.4095,1.2844,1.3043
1040,very_dense,0.9417,False,1,1,1,0.8892,0.9595,0.9595,1.0566,0.7490,0.7466
1041,very_dense,0.5778,False,1,1,1,0.8642,0.9953,0.9953,1.1666,0.7986,0.8104
1042,dense,0.7333,False,1,1,1,0.9150,0.9723,0.9723,0.9410,0.6924,0.6899
1043,dense,0.4278,False,1,1,1,0.7630,0.8123,0.8123,1.5599,0.9761,0.9838
1044,very_dense,0.6417,False,1,1,1,0.7965,1.1016,1.1016,1.5071,0.8901,0.8907
1045,sparse,0.6472,False,1,1,1,0.8920,0.9187,0.9187,0.4824,0.4591,0.4599
1046,sparse,0.7500,False,1,1,1,0.8164,0.9215,0.9215,0.6352,0.5127,0.5117
1047,dense,0.4500,False,1,1,1,0.8340,0.9533,0.9533,1.1601,0.7192,0.7164
1048,very_dense,0.5944,False,1,1,1,0.8299,1.1149,1.1149,1.3473,0.8161,0.8179
1049,sparse,0.3250,False,1,1,1,0.8811,0.9193,0.9193,0.4790,0.4459,0.4614
1050,dense,0.6972,False,1,1,1,0.8260,0.9531,0.9531,1.3837,0.6785,0.6714
1051,dense,0.5417,False,1,1,1,0.7859,0.9236,0.9236,1.3036,0.7928,0.7898
1052,dense,0.6806,False,1,0,0,0.9060,0.9248,0.9248,0.7914,0.5087,0.5107
1053,very_dense,0.8472,False,1,1,1,0.8300,0.8031,0.8031,1.6979,1.1783,1.1676
1054,sparse,0.2139,True,1,1,1,0.7419,0.7314,0.7419,1.0082,0.7343,1.0181
1055,very_dense,0.6556,False,1,1,1,0.6621,0.8889,0.8889,3.3813,1.5208,1.5043
1056,dense,0.7472,False,1,1,1,0.8145,0.8730,0.8730,1.2061,0.8230,0.8158
1057,very_dense,0.9167,False,1,1,1,0.8764,0.9362,0.9362,1.2495,0.8441,0.8377
1058,dense,0.6611,False,1,0,0,0.8506,0.9020,0.9020,0.9430,0.5069,0.5465
1059,sparse,0.2361,True,1,1,1,0.8184,0.8266,0.8184,0.6364,0.5691,0.7614
1060,very_dense,0.8861,False,1,1,1,0.8278,1.1900,1.1900,1.9224,0.9871,0.9310
1061,very_dense,0.7917,False,0,0,0,0.6741,0.2771,0.2771,1.0129,0.6691,0.6446
1062,sparse,0.1722,True,1,1,1,0.8688,1.0029,0.8688,0.5534,0.4718,0.5524
1063,very_dense,0.7194,False,1,1,1,0.7573,0.9900,0.9900,2.3864,1.1630,1.1504
1064,very_dense,0.9083,False,0,0,0,0.7650,0.3451,0.3451,0.8285,0.6736,0.6369
1065,dense,0.4139,False,1,1,1,0.8437,0.9203,0.9203,1.0982,0.7675,0.7595
1066,very_dense,0.8917,False,1,0,0,0.8846,0.4422,0.4422,0.8215,0.6997,0.8166
1067,dense,0.5306,False,1,1,1,0.7481,0.8708,0.8708,2.0369,1.2126,1.2004
1068,dense,0.6500,False,1,1,1,0.8555,0.8489,0.8489,1.8065,1.1600,1.1460
1069,sparse,0.4722,False,1,1,1,0.8206,0.8048,0.8048,0.6853,0.6047,0.6015
1070,very_dense,0.9389,False,1,1,1,0.9065,0.9335,0.9335,1.5401,1.0628,1.0524
1071,sparse,0.3861,False,1,1,1,0.8849,0.8606,0.8606,0.5858,0.5377,0.5195
1072,very_dense,0.8361,False,0,1,1,,,,5.3273,1.2324,1.2283
1073,dense,0.8028,False,0,0,0,0.2102,1.0689,1.0689,3.7261,0.5271,0.5266
1074,dense,0.4889,False,1,1,1,0.6647,0.6149,0.6149,2.1486,1.5761,1.5545
1075,sparse,0.4556,False,1,1,1,0.8875,0.9048,0.9048,0.5242,0.4809,0.4748
1076,very_dense,0.8722,False,1,1,1,0.8544,0.8585,0.8585,1.4615,1.0285,1.0213
1077,sparse,0.2139,True,1,1,1,0.8376,0.8650,0.8376,0.6198,0.5652,0.7589
1078,dense,0.4306,False,1,1,1,0.8705,0.9464,0.9464,1.1492,0.7798,0.7775
1079,very_dense,0.8222,False,0,0,0,,,,3.1694,0.6155,0.6060
1080,very_dense,0.7250,False,0,0,0,0.6923,0.5578,0.5578,0.9118,0.6391,0.6416
1081,very_dense,0.6528,False,1,1,1,0.8097,0.9693,0.9693,1.4317,0.8069,0.8046
1082,very_dense,0.7639,False,0,1,1,,,,3.1771,0.7397,0.7607
1083,dense,0.6833,False,1,1,1,0.8443,1.1324,1.1324,1.1189,0.6840,0.6753
1084,sparse,0.1972,True,1,1,1,0.9110,0.9487,0.9110,0.4553,0.4323,0.4549
1085,very_dense,0.8500,False,0,0,0,0.2182,0.1843,0.1843,1.3675,0.6200,0.6117
1086,very_dense,0.7167,False,1,1,1,0.8107,0.9752,0.9752,1.5738,0.8673,0.8639
1087,very_dense,0.9639,False,0,0,0,0.0525,0.3579,0.3579,6.0012,0.6056,0.6040
1088,dense,0.4806,False,1,1,1,0.8755,0.8893,0.8893,0.9790,0.7411,0.7317
1089,sparse,0.2639,True,1,1,1,0.7749,0.7656,0.7749,0.7178,0.6025,0.7127
1090,dense,0.6389,False,1,1,1,0.7988,0.8006,0.8006,1.4411,0.9898,0.9829
1091,dense,0.4250,False,1,1,1,0.8433,0.8495,0.8495,1.0567,0.7750,0.7738
1092,very_dense,0.7167,False,1,1,1,0.8859,1.0375,1.0375,1.4020,0.8610,0.8584
1093,dense,0.7722,False,1,1,1,0.8657,0.9550,0.9550,0.8451,0.6355,0.6357
1094,sparse,0.4111,False,1,1,1,0.5229,0.5054,0.5054,1.7314,1.1208,1.1143
1095,sparse,0.1917,True,1,1,1,0.8341,0.8185,0.8341,0.5562,0.5111,0.5567
1096,very_dense,0.6806,False,1,1,1,0.7517,0.8510,0.8510,2.1669,1.2214,1.2174
1097,very_dense,0.8333,False,1,0,0,0.8312,1.0739,1.0739,1.4901,0.5969,0.5967
1098,sparse,0.5444,False,1,1,1,0.9135,0.9463,0.9463,0.4684,0.4407,0.4361
1099,dense,0.4222,False,1,1,1,0.7591,0.9032,0.9032,1.2269,0.8082,0.8043
1100,dense,0.6306,False,1,1,1,0.8832,1.0332,1.0332,0.8569,0.6238,0.6159
1101,dense,0.5944,False,1,1,1,0.7635,0.8921,0.8921,1.6463,0.9273,0.9229
1102,very_dense,0.8528,False,0,1,1,,,,3.3692,0.9403,0.9404
1103,sparse,0.5500,False,1,1,1,0.9167,0.8829,0.8829,0.5304,0.4907,0.4842
1104,sparse,0.1611,True,1,1,1,0.8802,0.9127,0.8802,0.5293,0.4789,0.5305
1105,sparse,0.4917,False,1,1,1,0.8083,0.8997,0.8997,0.6492,0.5276,0.5154
1106,sparse,0.5806,False,1,1,1,0.7738,0.8581,0.8581,0.6523,0.5533,0.5460
1107,very_dense,0.7139,False,1,1,1,,,,3.0785,1.4180,1.4177
1108,very_dense,0.5917,False,1,1,1,0.7651,1.2456,1.2456,1.7041,0.8058,1.0303
1109,sparse,0.2111,True,1,1,1,0.8583,0.8905,0.8583,0.6314,0.5370,0.6203
1110,dense,0.5417,False,1,1,1,0.8610,1.1275,1.1275,0.9972,0.6650,0.6601
1111,sparse,0.0611,True,1,1,1,0.6635,0.5903,0.6635,1.6053,1.1413,1.5961
1112,sparse,0.2972,True,1,1,1,0.6456,0.6147,0.6456,1.2074,0.8900,1.1986
1113,sparse,0.2611,True,1,1,1,0.8323,1.1566,0.8323,0.6574,0.4811,0.6587
1114,sparse,0.3806,False,1,1,1,0.9322,0.9616,0.9616,0.4844,0.4625,0.4557
1115,dense,0.5361,False,1,1,1,0.8263,0.8784,0.8784,1.4003,0.8390,0.8240
1116,very_dense,0.8722,False,1,0,0,0.8684,0.7395,0.7395,1.2947,0.6116,0.5986
1117,dense,0.3917,False,1,1,1,0.7567,0.7742,0.7742,2.0269,1.2772,1.2787
1118,very_dense,0.7528,False,1,1,1,0.8467,0.9957,0.9957,1.6020,0.9481,0.9556
1119,dense,0.8222,False,0,1,1,,,,7.9953,0.6829,0.6841
1120,sparse,0.5722,False,1,1,1,0.9182,0.9635,0.9635,0.4416,0.4223,0.4394
1121,sparse,0.1861,True,1,1,1,0.6224,0.7424,0.6224,1.0775,0.7352,1.0533
1122,sparse,0.4444,False,1,1,1,0.8602,0.8513,0.8513,0.5069,0.4719,0.4703
1123,sparse,0.4389,False,1,1,1,0.8151,0.8296,0.8296,0.7099,0.5849,0.5976
1124,very_dense,0.7583,False,1,1,1,0.8739,1.0227,1.0227,1.2367,0.8098,0.7950
1125,very_dense,0.7722,False,1,1,1,0.6921,0.8653,0.8653,2.7267,1.4157,1.4149
1126,very_dense,0.7750,False,1,1,1,0.8402,1.1541,1.1541,1.3419,0.8145,0.7859
1127,dense,0.4944,False,1,1,1,0.6565,0.6061,0.6061,2.9364,1.7718,1.7680
1128,dense,0.6778,False,1,1,1,0.8323,0.8474,0.8474,1.2008,0.8523,0.8493
1129,dense,0.7972,False,0,1,1,0.5524,1.0834,1.0834,1.1129,0.6139,0.6200
1130,dense,0.7611,False,0,0,0,0.3806,0.7614,0.7614,1.6614,0.5203,0.5303
1131,very_dense,0.6972,False,1,1,1,0.6367,0.8778,0.8778,2.9534,1.3495,1.3086
1132,very_dense,0.6972,False,1,1,1,0.7474,0.8227,0.8227,2.1169,1.2719,1.2602
1133,very_dense,0.8972,False,1,1,1,0.8461,1.0560,1.0560,1.2052,0.7115,0.7251
1134,dense,0.7000,False,1,0,0,0.8978,0.9062,0.9062,0.8383,0.5163,0.5102
1135,sparse,0.6778,False,1,1,1,0.8951,0.9491,0.9491,0.5391,0.4766,0.4710
1136,very_dense,0.8583,False,1,0,0,0.9100,1.0701,1.0701,1.6238,0.6590,0.6303
1137,dense,0.6333,False,1,1,1,0.8207,0.9895,0.9895,1.2058,0.7021,0.7000
1138,very_dense,0.7472,False,1,1,1,,,,2.9222,1.2867,1.2757
1139,dense,0.3694,False,1,1,1,0.8665,0.8967,0.8967,1.3600,0.9148,0.9113
1140,very_dense,0.9083,False,0,1,1,,,,1.1946,0.6540,0.6492
1141,dense,0.7167,False,1,1,1,0.8412,0.8994,0.8994,1.0671,0.7548,0.7443
1142,very_dense,0.6861,False,1,1,1,0.8611,1.2351,1.2351,1.3793,0.8347,0.8339
1143,very_dense,0.7306,False,1,1,1,0.8293,0.9846,0.9846,1.1641,0.7731,0.7592
1144,sparse,0.1861,True,1,1,1,0.8541,0.8948,0.8541,0.5644,0.5131,0.5795
1145,dense,0.4472,False,1,1,1,0.8837,1.0119,1.0119,0.8801,0.6307,0.6278
1146,dense,0.4944,False,1,1,1,0.7558,0.7561,0.7561,1.6691,1.1431,1.1403
1147,very_dense,0.7806,False,1,1,1,0.8324,1.2158,1.2158,1.3374,0.7721,0.7622
1148,very_dense,0.9333,False,1,1,1,0.6681,0.7391,0.7391,3.9851,2.1957,2.1835
1149,very_dense,0.8667,False,0,0,0,0.0645,0.5958,0.5958,4.6425,0.6317,0.6165
1150,dense,0.5472,False,1,1,1,0.8673,0.8959,0.8959,1.0760,0.7833,0.7812
1151,dense,0.7167,False,0,1,1,,,,1.8863,0.6018,0.6044
1152,dense,0.8083,False,1,1,1,0.8832,0.9210,0.9210,0.9228,0.7015,0.6807
1153,very_dense,0.8417,False,1,1,1,0.8201,0.9291,0.9291,1.3247,0.8550,0.8621
1154,sparse,0.6389,False,1,0,0,0.8950,0.4735,0.4735,0.4783,0.4989,0.4960
1155,dense,0.7583,False,1,1,1,0.8890,1.0614,1.0614,0.8102,0.6361,0.6399
1156,sparse,0.7639,False,1,1,1,0.8650,0.8979,0.8979,0.5504,0.4831,0.4845
1157,very_dense,0.8611,False,0,0,0,0.3113,0.2654,0.2654,1.5028,1.0394,1.0574
1158,dense,0.5861,False,1,0,0,0.8470,1.1127,1.1127,1.0120,0.5130,0.5060
1159,dense,0.4694,False,1,1,1,0.8717,0.9507,0.9507,1.0497,0.7241,0.7238
1160,dense,0.7417,False,1,1,1,0.8699,0.8946,0.8946,1.1219,0.8012,0.8050
1161,dense,0.6806,False,1,1,1,0.8508,0.9274,0.9274,1.2185,0.8117,0.7938
1162,very_dense,0.5889,False,1,1,1,0.7545,0.7879,0.7879,2.2351,1.3035,1.2828
1163,dense,0.6889,False,1,1,1,0.7674,0.7607,0.7607,1.5706,1.0660,1.0545
1164,dense,0.7250,False,1,1,1,0.9102,0.9454,0.9454,0.9819,0.7289,0.7332
1165,sparse,0.4250,False,0,0,0,,,,3.1220,1.0089,1.0012
1166,sparse,0.3250,False,1,1,1,0.8447,0.8171,0.8171,0.5881,0.5231,0.5208
1167,dense,0.7667,False,1,1,1,0.8298,0.8458,0.8458,1.1936,0.8607,0.8608
1168,very_dense,0.9389,False,0,0,0,0.1364,0.4461,0.4461,3.1102,0.6041,0.6021
1169,very_dense,0.8528,False,0,0,0,0.2553,0.2374,0.2374,1.3955,0.6167,0.6295
1170,dense,0.6194,False,1,1,1,0.8119,0.8517,0.8517,1.3412,0.8796,0.8906
1171,dense,0.8139,False,0,1,1,0.1920,1.0735,1.0735,2.6310,0.6829,0.6955
1172,dense,0.3917,False,1,1,1,0.8509,1.0025,1.0025,0.9535,0.6679,0.6684
1173,sparse,0.5056,False,1,1,1,0.8700,0.8585,0.8585,0.5872,0.5144,0.5137
1174,sparse,0.5278,False,1,1,1,0.7922,0.9565,0.9565,0.6768,0.5284,0.5113
1175,dense,0.6694,False,1,1,1,0.8920,0.9365,0.9365,0.9113,0.6907,0.6812
1176,sparse,0.1944,True,1,1,1,0.8470,0.8838,0.8470,0.6445,0.5361,0.6574
1177,sparse,0.5889,False,0,1,1,,,,1.9682,0.4889,0.4861
1178,sparse,0.2778,True,1,1,1,0.9129,0.9256,0.9129,0.5488,0.4919,0.5465
1179,sparse,0.5472,False,1,1,1,0.8710,1.1535,1.1535,0.5660,0.4548,0.4531
1180,dense,0.7583,False,0,1,1,,,,1.1303,0.6837,0.6620
1181,very_dense,0.6111,False,1,1,1,0.8156,0.8974,0.8974,1.5210,0.9445,0.9484
1182,very_dense,0.8417,False,1,0,0,0.8513,1.1747,1.1747,1.6906,0.6795,0.5964
1183,dense,0.8028,False,1,1,1,0.8538,0.8792,0.8792,1.0279,0.7550,0.7644
1184,dense,0.6028,False,1,1,1,0.7667,0.8361,0.8361,1.4701,0.9922,1.3931
1185,sparse,0.5194,False,1,1,1,0.9093,0.8964,0.8964,0.6013,0.5504,0.5344
