trial,world,rho0,used_astar,astar,bc,adaptive,astar_route_efficiency,bc_route_efficiency,adaptive_route_efficiency
828,very_dense,0.8500,False,0,1,1,0.0811,0.5526,0.5526
829,sparse,0.2472,True,1,1,1,0.8730,0.9186,0.8730
830,sparse,0.6556,False,1,1,1,0.9187,1.0469,1.0469
831,sparse,0.4611,False,1,1,1,0.8268,0.8619,0.8619
832,dense,0.6806,False,1,1,1,,,
833,sparse,0.2278,True,1,1,1,0.8254,1.0023,0.8254
834,very_dense,0.7278,False,1,1,1,0.7189,0.8261,0.8261
835,very_dense,0.6944,False,1,0,0,0.9069,1.2944,1.2944
836,very_dense,0.8056,False,0,0,0,0.3305,0.7452,0.7452
837,sparse,0.5833,False,1,1,1,0.8978,0.8895,0.8895
838,sparse,0.2167,True,1,1,1,0.8248,0.8349,0.8248
839,very_dense,0.7194,False,1,1,1,0.8769,1.1217,1.1217
840,sparse,0.6750,False,1,1,1,0.8838,0.9440,0.9440
841,dense,0.5750,False,1,1,1,0.8313,1.0545,1.0545
842,very_dense,0.8444,False,1,0,0,0.8432,0.6326,0.6326
843,sparse,0.8000,False,1,0,0,0.9007,0.1286,0.1286
844,sparse,0.5972,False,1,1,1,0.8619,0.8448,0.8448
845,sparse,0.4667,False,1,1,1,0.8849,0.9599,0.9599
846,sparse,0.1556,True,1,1,1,0.7346,0.7567,0.7346
847,sparse,0.4806,False,1,1,1,0.8722,0.8970,0.8970
848,very_dense,0.7278,False,0,0,0,0.6886,0.3961,0.3961
849,dense,0.6472,False,1,1,1,0.8822,1.1300,1.1300
850,very_dense,0.7778,False,1,1,1,0.8232,0.9793,0.9793
851,very_dense,0.6333,False,1,1,1,0.8543,1.1658,1.1658
852,very_dense,0.8833,False,0,0,0,0.2466,0.2500,0.2500
853,sparse,0.1833,True,1,1,1,0.8775,0.8452,0.8775
854,sparse,0.4167,False,1,1,1,0.9390,0.9489,0.9489
855,very_dense,0.9111,False,1,1,1,0.8803,1.0251,1.0251
856,sparse,0.2056,True,1,1,1,0.8494,0.9431,0.8494
857,sparse,0.4528,False,1,1,1,0.8552,0.8519,0.8519
858,very_dense,0.8694,False,1,0,0,0.8068,0.8354,0.8354
859,very_dense,0.7639,False,1,1,1,0.8073,0.8406,0.8406
860,very_dense,0.6667,False,1,1,1,0.8759,1.1276,1.1276
861,very_dense,0.6694,False,1,1,1,0.9145,1.0369,1.0369
862,sparse,0.2333,True,1,1,1,0.5863,0.6320,0.5863
863,very_dense,0.6306,False,1,1,1,0.7090,0.7005,0.7005
864,very_dense,0.7000,False,1,1,1,0.7243,1.4407,1.4407
865,very_dense,0.6750,False,1,1,1,0.8343,1.0317,1.0317
866,very_dense,0.6250,False,0,1,1,,,
867,very_dense,0.7167,False,0,1,1,,,
868,dense,0.5722,False,1,1,1,0.8588,0.9003,0.9003
869,sparse,0.3806,False,1,1,1,0.7879,0.8009,0.8009
870,dense,0.6639,False,1,1,1,,,
871,sparse,0.7639,False,1,1,1,0.8687,0.9481,0.9481
872,sparse,0.5361,False,1,1,1,0.8759,0.9405,0.9405
873,sparse,0.7000,False,1,1,1,0.9199,0.9012,0.9012
874,very_dense,0.7611,False,0,1,1,,,
875,dense,0.6500,False,1,1,1,0.7305,0.7673,0.7673
876,dense,0.6083,False,1,1,1,0.7507,2.0005,2.0005
877,very_dense,0.7500,False,1,0,0,0.7820,1.8433,1.8433
878,dense,0.6583,False,1,1,1,0.8075,0.8889,0.8889
879,dense,0.8167,False,0,1,1,,,
880,sparse,0.2306,True,1,1,1,0.8887,0.9555,0.8887
881,very_dense,0.8528,False,1,1,1,0.8192,0.8129,0.8129
882,dense,0.4194,False,1,1,1,0.7765,0.8154,0.8154
883,sparse,0.6806,False,1,1,1,0.9040,0.8814,0.8814
884,very_dense,0.7028,False,0,1,1,0.7537,0.6247,0.6247
885,very_dense,0.7250,False,1,1,1,0.8955,1.0272,1.0272
886,sparse,0.1611,True,1,1,1,0.7843,0.8299,0.7843
887,sparse,0.7167,False,1,1,1,0.8813,1.0179,1.0179
888,sparse,0.2028,True,1,1,1,0.6889,0.6761,0.6889
889,sparse,0.2028,True,1,1,1,0.8134,0.8597,0.8134
890,sparse,0.4694,False,1,1,1,0.8160,0.8275,0.8275
891,very_dense,0.6667,False,1,1,1,0.8672,0.9973,0.9973
892,dense,0.5667,False,1,1,1,0.8027,1.0203,1.0203
893,very_dense,0.6639,False,1,1,1,0.8642,0.9530,0.9530
894,very_dense,0.7333,False,0,0,0,,,
895,dense,0.6972,False,1,1,1,0.9080,0.9327,0.9327
896,dense,0.8472,False,1,1,1,0.8568,0.9948,0.9948
897,sparse,0.4278,False,1,1,1,0.9147,0.8647,0.8647
898,sparse,0.1917,True,1,1,1,0.9081,1.0074,0.9081
899,dense,0.7806,False,1,1,1,0.8799,0.9049,0.9049
900,sparse,0.3806,False,1,1,1,0.8434,1.0765,1.0765
901,sparse,0.3722,False,1,1,1,0.8478,0.8281,0.8281
902,sparse,0.5750,False,1,1,1,0.9049,0.8868,0.8868
903,very_dense,0.8556,False,0,0,0,0.6819,0.2278,0.2278
904,dense,0.8194,False,0,0,0,,,
905,very_dense,0.7306,False,1,1,1,0.9008,1.0704,1.0704
906,dense,0.5083,False,1,1,1,0.8872,1.2908,1.2908
907,sparse,0.4389,False,1,1,1,0.5365,0.5617,0.5617
908,dense,0.6444,False,1,1,1,0.8520,0.9113,0.9113
909,sparse,0.4389,False,1,1,1,0.8567,0.8585,0.8585
910,very_dense,0.8139,False,0,1,1,,,
911,sparse,0.4306,False,1,1,1,0.8841,0.9159,0.9159
912,dense,0.5833,False,0,1,1,,,
913,very_dense,0.9139,False,1,1,1,0.8284,1.0732,1.0732
914,dense,0.4861,False,1,1,1,0.8523,0.8438,0.8438
915,dense,0.7306,False,1,1,1,0.8791,0.9653,0.9653
916,dense,0.6722,False,1,1,1,0.8681,0.9801,0.9801
917,very_dense,0.8806,False,1,1,1,0.8687,1.1908,1.1908
918,sparse,0.3972,False,1,1,1,0.8990,0.9041,0.9041
919,dense,0.4194,False,1,1,1,0.8747,1.0191,1.0191
920,very_dense,0.6361,False,0,1,1,,,
921,dense,0.3611,False,1,1,1,0.8980,0.9807,0.9807
922,dense,0.4083,False,1,1,1,0.7594,0.8524,0.8524
923,sparse,0.3389,False,1,1,1,0.8675,0.8761,0.8761
924,sparse,0.5056,False,1,1,1,0.8097,0.8949,0.8949
925,very_dense,0.7444,False,1,1,1,0.8645,1.0289,1.0289
926,dense,0.6861,False,1,1,1,0.8278,1.0311,1.0311
927,sparse,0.3444,False,1,1,1,0.8462,0.8356,0.8356
928,dense,0.6000,False,1,1,1,0.9027,1.2353,1.2353
929,dense,0.4389,False,1,1,1,0.8770,0.9818,0.9818
930,dense,0.7778,False,1,1,1,0.9246,0.9916,0.9916
931,very_dense,0.8028,False,1,0,0,0.8741,0.7073,0.7073
932,sparse,0.3944,False,1,1,1,0.4901,0.5100,0.5100
933,dense,0.4667,False,1,1,1,0.7392,0.6261,0.6261
934,dense,0.6722,False,1,1,1,0.9013,0.9212,0.9212
935,very_dense,0.7083,False,1,1,1,0.8456,0.9768,0.9768
936,sparse,0.4361,False,1,1,1,0.8467,0.8558,0.8558
937,sparse,0.5361,False,1,1,1,0.8528,1.0320,1.0320
938,dense,0.7083,False,0,1,1,0.5657,1.0749,1.0749
939,dense,0.5222,False,1,1,1,0.7823,0.7631,0.7631
940,very_dense,0.7444,False,1,1,1,0.9049,1.0121,1.0121
941,dense,0.4972,False,1,0,0,0.8600,1.1751,1.1751
942,very_dense,0.7389,False,0,1,1,,,
943,dense,0.5389,False,1,1,1,0.5495,0.6062,0.6062
944,sparse,0.6250,False,0,1,1,,,
945,sparse,0.5806,False,1,1,1,0.7900,0.8075,0.8075
946,very_dense,0.7667,False,1,1,1,0.8907,1.0114,1.0114
947,sparse,0.1556,True,1,1,1,0.7337,0.8473,0.7337
948,very_dense,0.5889,False,1,0,0,0.8947,1.0428,1.0428
949,sparse,0.5750,False,1,1,1,0.8951,0.8823,0.8823
950,sparse,0.4861,False,1,1,1,0.6103,1.3627,1.3627
951,sparse,0.1361,True,1,1,1,0.5254,0.5764,0.5254
952,dense,0.7972,False,1,1,1,0.8662,0.9567,0.9567
953,dense,0.6083,False,1,1,1,0.8991,0.9257,0.9257
954,very_dense,0.8417,False,0,0,0,0.4159,0.8610,0.8610
955,dense,0.4444,False,1,1,1,0.8533,1.2035,1.2035
956,dense,0.4861,False,1,1,1,0.7343,0.7074,0.7074
957,dense,0.6611,False,1,0,0,0.8967,1.1024,1.1024
958,very_dense,0.8750,False,1,0,0,0.8721,0.7571,0.7571
959,dense,0.3889,False,1,1,1,0.7421,0.7361,0.7361
960,sparse,0.3389,False,1,1,1,0.8945,0.9365,0.9365
961,dense,0.8000,False,1,0,0,0.8467,0.4081,0.4081
962,very_dense,0.7972,False,1,0,0,0.8607,1.2706,1.2706
963,sparse,0.5417,False,1,1,1,0.8117,0.7771,0.7771
964,very_dense,0.9167,False,0,0,0,0.6468,0.1903,0.1903
965,dense,0.6333,False,1,0,0,0.8683,1.0974,1.0974
966,dense,0.7472,False,1,1,1,0.8028,0.8863,0.8863
967,sparse,0.2056,True,1,1,1,0.8039,0.9027,0.8039
968,very_dense,0.7333,False,0,1,1,,,
969,sparse,0.1972,True,1,1,1,0.7360,0.7225,0.7360
970,sparse,0.5139,False,1,1,1,0.5952,0.6541,0.6541
971,dense,0.8250,False,1,1,1,0.8521,0.9310,0.9310
972,dense,0.5139,False,0,1,1,,,
973,dense,0.7611,False,1,1,1,0.8915,0.9613,0.9613
974,sparse,0.4028,False,1,1,1,0.7876,0.8071,0.8071
975,sparse,0.3611,False,1,1,1,0.8447,0.9615,0.9615
976,sparse,0.2333,True,1,1,1,0.8927,0.9281,0.8927
977,dense,0.5222,False,1,1,1,0.8699,1.1772,1.1772
978,dense,0.5583,False,1,1,1,0.7705,0.7806,0.7806
979,dense,0.9000,False,1,1,1,0.7560,0.8855,0.8855
980,dense,0.5194,False,1,1,1,0.8604,0.9722,0.9722
981,very_dense,0.8306,False,0,0,0,0.0701,0.2774,0.2774
982,dense,0.6972,False,1,1,1,0.8365,0.8480,0.8480
983,dense,0.4889,False,1,1,1,0.8795,0.8698,0.8698
984,dense,0.7528,False,1,1,1,0.8445,1.0366,1.0366
985,dense,0.4250,False,1,1,1,0.6861,0.6841,0.6841
986,dense,0.6028,False,1,1,1,0.8857,0.9190,0.9190
987,sparse,0.4528,False,1,1,1,0.8912,0.9144,0.9144
988,sparse,0.3500,False,1,1,1,0.7108,0.6999,0.6999
989,very_dense,0.6306,False,1,1,1,0.8578,1.0626,1.0626
990,dense,0.6361,False,1,1,1,0.8986,1.0943,1.0943
991,dense,0.8306,False,1,1,1,0.8358,0.8790,0.8790
992,sparse,0.2806,True,1,1,1,0.7764,0.7845,0.7764
993,dense,0.6111,False,1,1,1,0.7908,1.0833,1.0833
994,dense,0.4028,False,1,1,1,0.9322,1.0475,1.0475
995,dense,0.6639,False,1,1,1,0.8888,1.0831,1.0831
996,dense,0.6417,False,1,1,1,0.8590,0.9239,0.9239
997,dense,0.3472,False,1,1,1,0.8896,0.9629,0.9629
998,very_dense,0.7667,False,0,0,0,0.4811,0.5117,0.5117
999,dense,0.4389,False,1,1,1,0.6217,0.5611,0.5611
1000,very_dense,0.8639,False,0,0,0,0.0743,0.6303,0.6303
1001,very_dense,0.8278,False,0,0,0,0.6470,0.1949,0.1949
1002,dense,0.3361,False,1,1,1,0.7725,0.7907,0.7907
1003,very_dense,0.5917,False,1,1,1,0.9023,1.1716,1.1716
1004,sparse,0.0333,True,1,1,1,0.7132,0.7322,0.7132
1005,very_dense,0.8861,False,1,1,1,0.8857,1.1067,1.1067
1006,very_dense,0.8111,False,0,1,1,0.0537,0.2540,0.2540
1007,dense,0.5222,False,1,0,0,0.8727,1.2539,1.2539
1008,very_dense,0.7306,False,0,1,1,,,
1009,dense,0.7306,False,1,1,1,0.9091,0.9531,0.9531
1010,sparse,0.3750,False,1,1,1,0.8707,0.8839,0.8839
1011,very_dense,0.8694,False,1,1,1,0.8754,1.1643,1.1643
1012,sparse,0.1917,True,1,1,1,0.8823,1.0119,0.8823
1013,sparse,0.2306,True,1,1,1,0.8925,0.8801,0.8925
1014,dense,0.7667,False,1,1,1,0.8478,0.9853,0.9853
1015,very_dense,0.8028,False,1,0,0,0.8160,1.0199,1.0199
1016,dense,0.4667,False,1,1,1,0.8962,0.9342,0.9342
1017,dense,0.7167,False,1,1,1,0.8175,0.9250,0.9250
1018,sparse,0.4667,False,1,1,1,0.6044,0.5755,0.5755
1019,sparse,0.2500,True,1,1,1,0.8431,0.8281,0.8431
1020,sparse,0.1917,True,1,1,1,0.8151,0.8533,0.8151
1021,sparse,0.2667,True,1,1,1,0.8054,0.8320,0.8054
1022,very_dense,0.7750,False,0,0,0,0.1865,0.3691,0.3691
1023,very_dense,0.7694,False,1,1,1,0.8074,0.9076,0.9076
1024,very_dense,0.9194,False,0,0,0,0.1946,0.3899,0.3899
1025,sparse,0.4806,False,1,1,1,0.8775,0.9309,0.9309
1026,sparse,0.3472,False,1,1,1,0.6900,1.8239,1.8239
1027,sparse,0.1667,True,1,1,1,0.8791,0.8824,0.8791
1028,dense,0.4444,False,1,1,1,0.8908,1.0554,1.0554
1029,dense,0.4028,False,1,1,1,0.6231,0.5881,0.5881
1030,dense,0.8306,False,1,1,1,0.7711,0.7914,0.7914
1031,sparse,0.7556,False,1,1,1,0.8523,0.9484,0.9484
1032,very_dense,0.7972,False,1,1,1,0.8847,1.4589,1.4589
1033,sparse,0.7639,False,1,1,1,0.9054,1.1992,1.1992
1034,sparse,0.1639,True,1,1,1,0.7626,0.7768,0.7626
1035,very_dense,0.7917,False,1,1,1,0.7424,0.8636,0.8636
1036,very_dense,0.8750,False,1,0,0,0.9206,0.5936,0.5936
1037,sparse,0.1500,True,1,1,1,0.8973,0.9555,0.8973
1038,dense,0.6806,False,1,1,1,0.8178,0.9021,0.9021
1039,very_dense,0.7222,False,1,1,1,0.7505,0.8918,0.8918
1040,very_dense,0.9417,False,1,1,1,0.8892,0.9595,0.9595
1041,very_dense,0.5778,False,1,1,1,0.8642,0.9953,0.9953
1042,dense,0.7333,False,1,1,1,0.9150,0.9723,0.9723
1043,dense,0.4278,False,1,1,1,0.7630,0.8123,0.8123
1044,very_dense,0.6417,False,1,1,1,0.7965,1.1016,1.1016
1045,sparse,0.6472,False,1,1,1,0.8920,0.9187,0.9187
1046,sparse,0.7500,False,1,1,1,0.8164,0.9215,0.9215
1047,dense,0.4500,False,1,1,1,0.8340,0.9533,0.9533
1048,very_dense,0.5944,False,1,1,1,0.8299,1.1149,1.1149
1049,sparse,0.3250,False,1,1,1,0.8811,0.9193,0.9193
1050,dense,0.6972,False,1,1,1,0.8260,0.9531,0.9531
1051,dense,0.5417,False,1,1,1,0.7859,0.9236,0.9236
1052,dense,0.6806,False,1,0,0,0.9060,0.9248,0.9248
1053,very_dense,0.8472,False,1,1,1,0.8300,0.8031,0.8031
1054,sparse,0.2139,True,1,1,1,0.7419,0.7314,0.7419
1055,very_dense,0.6556,False,1,1,1,0.6621,0.8889,0.8889
1056,dense,0.7472,False,1,1,1,0.8145,0.8730,0.8730
1057,very_dense,0.9167,False,1,1,1,0.8764,0.9362,0.9362
1058,dense,0.6611,False,1,0,0,0.8506,0.9020,0.9020
1059,sparse,0.2361,True,1,1,1,0.8184,0.8266,0.8184
1060,very_dense,0.8861,False,1,1,1,0.8278,1.1900,1.1900
1061,very_dense,0.7917,False,0,0,0,0.6741,0.2771,0.2771
1062,sparse,0.1722,True,1,1,1,0.8688,1.0029,0.8688
1063,very_dense,0.7194,False,1,1,1,0.7573,0.9900,0.9900
1064,very_dense,0.9083,False,0,0,0,0.7650,0.3451,0.3451
1065,dense,0.4139,False,1,1,1,0.8437,0.9203,0.9203
1066,very_dense,0.8917,False,1,0,0,0.8846,0.4422,0.4422
1067,dense,0.5306,False,1,1,1,0.7481,0.8708,0.8708
1068,dense,0.6500,False,1,1,1,0.8555,0.8489,0.8489
1069,sparse,0.4722,False,1,1,1,0.8206,0.8048,0.8048
1070,very_dense,0.9389,False,1,1,1,0.9065,0.9335,0.9335
1071,sparse,0.3861,False,1,1,1,0.8849,0.8606,0.8606
1072,very_dense,0.8361,False,0,1,1,,,
1073,dense,0.8028,False,0,0,0,0.2102,1.0689,1.0689
1074,dense,0.4889,False,1,1,1,0.6647,0.6149,0.6149
1075,sparse,0.4556,False,1,1,1,0.8875,0.9048,0.9048
1076,very_dense,0.8722,False,1,1,1,0.8544,0.8585,0.8585
1077,sparse,0.2139,True,1,1,1,0.8376,0.8650,0.8376
1078,dense,0.4306,False,1,1,1,0.8705,0.9464,0.9464
1079,very_dense,0.8222,False,0,0,0,,,
1080,very_dense,0.7250,False,0,0,0,0.6923,0.5578,0.5578
1081,very_dense,0.6528,False,1,1,1,0.8097,0.9693,0.9693
1082,very_dense,0.7639,False,0,1,1,,,
1083,dense,0.6833,False,1,1,1,0.8443,1.1324,1.1324
1084,sparse,0.1972,True,1,1,1,0.9110,0.9487,0.9110
1085,very_dense,0.8500,False,0,0,0,0.2182,0.1843,0.1843
1086,very_dense,0.7167,False,1,1,1,0.8107,0.9752,0.9752
1087,very_dense,0.9639,False,0,0,0,0.0525,0.3579,0.3579
1088,dense,0.4806,False,1,1,1,0.8755,0.8893,0.8893
1089,sparse,0.2639,True,1,1,1,0.7749,0.7656,0.7749
1090,dense,0.6389,False,1,1,1,0.7988,0.8006,0.8006
1091,dense,0.4250,False,1,1,1,0.8433,0.8495,0.8495
1092,very_dense,0.7167,False,1,1,1,0.8859,1.0375,1.0375
1093,dense,0.7722,False,1,1,1,0.8657,0.9550,0.9550
1094,sparse,0.4111,False,1,1,1,0.5229,0.5054,0.5054
1095,sparse,0.1917,True,1,1,1,0.8341,0.8185,0.8341
1096,very_dense,0.6806,False,1,1,1,0.7517,0.8510,0.8510
1097,very_dense,0.8333,False,1,0,0,0.8312,1.0739,1.0739
1098,sparse,0.5444,False,1,1,1,0.9135,0.9463,0.9463
1099,dense,0.4222,False,1,1,1,0.7591,0.9032,0.9032
1100,dense,0.6306,False,1,1,1,0.8832,1.0332,1.0332
1101,dense,0.5944,False,1,1,1,0.7635,0.8921,0.8921
1102,very_dense,0.8528,False,0,1,1,,,
1103,sparse,0.5500,False,1,1,1,0.9167,0.8829,0.8829
1104,sparse,0.1611,True,1,1,1,0.8802,0.9127,0.8802
1105,sparse,0.4917,False,1,1,1,0.8083,0.8997,0.8997
1106,sparse,0.5806,False,1,1,1,0.7738,0.8581,0.8581
1107,very_dense,0.7139,False,1,1,1,,,
1108,very_dense,0.5917,False,1,1,1,0.7651,1.2456,1.2456
1109,sparse,0.2111,True,1,1,1,0.8583,0.8905,0.8583
1110,dense,0.5417,False,1,1,1,0.8610,1.1275,1.1275
1111,sparse,0.0611,True,1,1,1,0.6635,0.5903,0.6635
1112,sparse,0.2972,True,1,1,1,0.6456,0.6147,0.6456
1113,sparse,0.2611,True,1,1,1,0.8323,1.1566,0.8323
1114,sparse,0.3806,False,1,1,1,0.9322,0.9616,0.9616
1115,dense,0.5361,False,1,1,1,0.8263,0.8784,0.8784
1116,very_dense,0.8722,False,1,0,0,0.8684,0.7395,0.7395
1117,dense,0.3917,False,1,1,1,0.7567,0.7742,0.7742
1118,very_dense,0.7528,False,1,1,1,0.8467,0.9957,0.9957
1119,dense,0.8222,False,0,1,1,,,
1120,sparse,0.5722,False,1,1,1,0.9182,0.9635,0.9635
1121,sparse,0.1861,True,1,1,1,0.6224,0.7424,0.6224
1122,sparse,0.4444,False,1,1,1,0.8602,0.8513,0.8513
1123,sparse,0.4389,False,1,1,1,0.8151,0.8296,0.8296
1124,very_dense,0.7583,False,1,1,1,0.8739,1.0227,1.0227
1125,very_dense,0.7722,False,1,1,1,0.6921,0.8653,0.8653
1126,very_dense,0.7750,False,1,1,1,0.8402,1.1541,1.1541
1127,dense,0.4944,False,1,1,1,0.6565,0.6061,0.6061
1128,dense,0.6778,False,1,1,1,0.8323,0.8474,0.8474
1129,dense,0.7972,False,0,1,1,0.5524,1.0834,1.0834
1130,dense,0.7611,False,0,0,0,0.3806,0.7614,0.7614
1131,very_dense,0.6972,False,1,1,1,0.6367,0.8778,0.8778
1132,very_dense,0.6972,False,1,1,1,0.7474,0.8227,0.8227
1133,very_dense,0.8972,False,1,1,1,0.8461,1.0560,1.0560
1134,dense,0.7000,False,1,0,0,0.8978,0.9062,0.9062
1135,sparse,0.6778,False,1,1,1,0.8951,0.9491,0.9491
1136,very_dense,0.8583,False,1,0,0,0.9100,1.0701,1.0701
1137,dense,0.6333,False,1,1,1,0.8207,0.9895,0.9895
1138,very_dense,0.7472,False,1,1,1,,,
1139,dense,0.3694,False,1,1,1,0.8665,0.8967,0.8967
1140,very_dense,0.9083,False,0,1,1,,,
1141,dense,0.7167,False,1,1,1,0.8412,0.8994,0.8994
1142,very_dense,0.6861,False,1,1,1,0.8611,1.2351,1.2351
1143,very_dense,0.7306,False,1,1,1,0.8293,0.9846,0.9846
1144,sparse,0.1861,True,1,1,1,0.8541,0.8948,0.8541
1145,dense,0.4472,False,1,1,1,0.8837,1.0119,1.0119
1146,dense,0.4944,False,1,1,1,0.7558,0.7561,0.7561
1147,very_dense,0.7806,False,1,1,1,0.8324,1.2158,1.2158
1148,very_dense,0.9333,False,1,1,1,0.6681,0.7391,0.7391
1149,very_dense,0.8667,False,0,0,0,0.0645,0.5958,0.5958
1150,dense,0.5472,False,1,1,1,0.8673,0.8959,0.8959
1151,dense,0.7167,False,0,1,1,,,
1152,dense,0.8083,False,1,1,1,0.8832,0.9210,0.9210
1153,very_dense,0.8417,False,1,1,1,0.8201,0.9291,0.9291
1154,sparse,0.6389,False,1,0,0,0.8950,0.4735,0.4735
1155,dense,0.7583,False,1,1,1,0.8890,1.0614,1.0614
1156,sparse,0.7639,False,1,1,1,0.8650,0.8979,0.8979
1157,very_dense,0.8611,False,0,0,0,0.3113,0.2654,0.2654
1158,dense,0.5861,False,1,0,0,0.8470,1.1127,1.1127
1159,dense,0.4694,False,1,1,1,0.8717,0.9507,0.9507
1160,dense,0.7417,False,1,1,1,0.8699,0.8946,0.8946
1161,dense,0.6806,False,1,1,1,0.8508,0.9274,0.9274
1162,very_dense,0.5889,False,1,1,1,0.7545,0.7879,0.7879
1163,dense,0.6889,False,1,1,1,0.7674,0.7607,0.7607
1164,dense,0.7250,False,1,1,1,0.9102,0.9454,0.9454
1165,sparse,0.4250,False,0,0,0,,,
1166,sparse,0.3250,False,1,1,1,0.8447,0.8171,0.8171
1167,dense,0.7667,False,1,1,1,0.8298,0.8458,0.8458
1168,very_dense,0.9389,False,0,0,0,0.1364,0.4461,0.4461
1169,very_dense,0.8528,False,0,0,0,0.2553,0.2374,0.2374
1170,dense,0.6194,False,1,1,1,0.8119,0.8517,0.8517
1171,dense,0.8139,False,0,1,1,0.1920,1.0735,1.0735
1172,dense,0.3917,False,1,1,1,0.8509,1.0025,1.0025
1173,sparse,0.5056,False,1,1,1,0.8700,0.8585,0.8585
1174,sparse,0.5278,False,1,1,1,0.7922,0.9565,0.9565
1175,dense,0.6694,False,1,1,1,0.8920,0.9365,0.9365
1176,sparse,0.1944,True,1,1,1,0.8470,0.8838,0.8470
1177,sparse,0.5889,False,0,1,1,,,
1178,sparse,0.2778,True,1,1,1,0.9129,0.9256,0.9129
1179,sparse,0.5472,False,1,1,1,0.8710,1.1535,1.1535
1180,dense,0.7583,False,0,1,1,,,
1181,very_dense,0.6111,False,1,1,1,0.8156,0.8974,0.8974
1182,very_dense,0.8417,False,1,0,0,0.8513,1.1747,1.1747
1183,dense,0.8028,False,1,1,1,0.8538,0.8792,0.8792
1184,dense,0.6028,False,1,1,1,0.7667,0.8361,0.8361
1185,sparse,0.5194,False,1,1,1,0.9093,0.8964,0.8964
1186,sparse,0.3694,False,1,1,1,0.8834,0.8675,0.8675
1187,dense,0.7917,False,1,1,1,0.7327,0.9637,0.9637
1188,dense,0.4194,False,1,1,1,0.8132,0.8367,0.8367
1189,sparse,0.2167,True,1,1,1,0.7762,0.7343,0.7762
1190,dense,0.4083,False,1,1,1,0.8593,1.2372,1.2372
1191,sparse,0.2028,True,1,1,1,0.8298,0.8832,0.8298
1192,sparse,0.5000,False,1,1,1,0.8357,0.8202,0.8202
1193,very_dense,0.6194,False,1,1,1,,,
1194,dense,0.3528,False,1,1,1,0.9236,1.0308,1.0308
1195,dense,0.7806,False,1,0,0,0.7626,1.0625,1.0625
1196,very_dense,0.8583,False,1,0,0,0.9203,0.5399,0.5399
1197,very_dense,0.8250,False,0,0,0,0.1704,0.7648,0.7648
1198,very_dense,0.7333,False,1,1,1,0.8806,1.0747,1.0747
1199,dense,0.8056,False,1,1,1,0.8310,0.8856,0.8856
1200,very_dense,0.8583,False,0,0,0,0.0523,0.3091,0.3091
1201,dense,0.7722,False,1,1,1,0.8606,0.9598,0.9598
1202,very_dense,0.8583,False,0,0,0,0.2633,0.4025,0.4025
1203,very_dense,0.6556,False,1,1,1,0.8445,1.6798,1.6798
1204,dense,0.6528,False,1,1,1,0.8683,0.9267,0.9267
1205,very_dense,0.8972,False,0,0,0,0.1222,0.4332,0.4332
1206,dense,0.6750,False,1,1,1,0.7926,1.1196,1.1196
1207,very_dense,0.7306,False,1,1,1,0.8504,0.9720,0.9720
1208,sparse,0.2389,True,1,1,1,0.8677,0.8571,0.8677
1209,very_dense,0.8083,False,1,0,0,0.8858,0.5768,0.5768
1210,dense,0.5750,False,1,1,1,0.7757,0.7816,0.7816
1211,very_dense,0.8639,False,1,0,0,0.8175,1.1053,1.1053
1212,dense,0.7917,False,1,1,1,0.7642,0.7759,0.7759
1213,very_dense,0.7556,False,0,0,0,0.4454,0.4856,0.4856
1214,sparse,0.2028,True,1,1,1,0.8569,0.8357,0.8569
1215,sparse,0.4056,False,1,1,1,0.8912,0.8789,0.8789
1216,dense,0.5861,False,1,1,1,0.4834,0.5428,0.5428
1217,very_dense,0.6028,False,1,1,1,0.8007,0.8914,0.8914
1218,very_dense,0.8472,False,1,0,0,0.8396,0.8765,0.8765
1219,dense,0.6806,False,1,1,1,0.8233,0.9834,0.9834
1220,dense,0.6417,False,1,1,1,0.8264,1.0968,1.0968
1221,dense,0.5972,False,1,1,1,0.5483,0.7670,0.7670
1222,very_dense,0.6417,False,1,1,1,0.8124,1.1644,1.1644
1223,dense,0.4806,False,1,1,1,0.8125,0.7768,0.7768
1224,dense,0.4667,False,1,1,1,0.8370,1.0590,1.0590
1225,very_dense,0.5972,False,1,1,1,0.7980,0.8802,0.8802
1226,sparse,0.5389,False,1,1,1,0.7233,0.7054,0.7054
1227,very_dense,0.8583,False,1,0,0,0.8403,0.4759,0.4759
1228,sparse,0.3778,False,1,1,1,0.8805,0.9023,0.9023
1229,sparse,0.4028,False,1,1,1,0.8466,0.8295,0.8295
1230,very_dense,0.9139,False,0,0,0,0.2248,0.4125,0.4125
1231,very_dense,0.7417,False,1,1,1,0.8543,1.1377,1.1377
1232,very_dense,0.8917,False,1,1,1,0.8817,0.8978,0.8978
1233,very_dense,0.8861,False,0,0,0,0.7244,0.3226,0.3226
1234,dense,0.6806,False,1,0,0,0.7192,1.4744,1.4744
1235,dense,0.7194,False,1,1,1,0.8571,1.0350,1.0350
1236,sparse,0.5472,False,1,1,1,0.8459,0.8695,0.8695
1237,sparse,0.3167,False,1,1,1,0.8752,0.8925,0.8925
1238,sparse,0.2056,True,1,1,1,0.8150,0.8066,0.8150
1239,sparse,0.2972,True,1,1,1,0.7654,0.7715,0.7654
1240,dense,0.7750,False,1,1,1,0.7754,0.8901,0.8901
