threshold,target_density,actual_density,trial,success,planning_time_ms,selected_planner,path_length,start_x,start_y,goal_x,goal_y
0.25,0.4,0.3976,16,True,13.203529804433366,ppo,13,23.59429428577211,10.55771516896884,47.23341115364382,29.37083852127334
0.25,0.4,0.3976,17,True,12.914820373416143,ppo,27,84.1955728032683,87.53545698985484,87.36433777795014,22.200868070872964
0.25,0.4,0.3976,18,True,9.066107734834624,ppo,30,54.21730695792524,13.922517758152878,50.683301656989265,82.0193457422087
0.25,0.4,0.3976,19,True,12.719149158090492,ppo,28,93.78462729637764,18.314672624628447,73.78220329919927,79.19799417890637
0.25,0.4,0.3976,20,True,11.764283352730207,ppo,17,51.20879424983262,14.259361731489559,50.19122341851575,62.12177359416525
0.25,0.4,0.3976,21,True,8.467502802845495,ppo,15,84.10243924523421,42.353350771389685,56.015324316097214,60.75294305664429
0.25,0.4,0.3976,22,False,10.07275380844801,ppo,0,16.047829886565715,5.157092052531377,64.98691468767325,45.43444439322888
0.25,0.4,0.3976,23,True,6.613215796139563,ppo,14,48.342365193102516,32.94389723108766,43.7070336060643,8.736790227687262
0.25,0.4,0.3976,24,True,11.783978410843906,ppo,14,5.6388344702577164,62.395183339102495,17.598233805789995,91.60612222201007
0.25,0.4,0.3976,25,True,13.77943587343086,ppo,20,73.41911730387518,87.461713820667,51.12129099303278,59.84023389375268
0.25,0.4,0.3976,26,True,14.860384301525704,ppo,7,26.564336385179594,79.0759639868307,94.00850891560555,69.61028989250406
0.25,0.4,0.3976,27,True,14.051270267123908,ppo,39,62.71678819792592,23.752113215742636,39.731170364526456,93.37809354628189
0.25,0.4,0.3976,28,False,10.83719647554446,ppo,0,45.63227943203954,62.193072991228064,30.84474420621455,32.88009261132815
0.25,0.4,0.3976,29,True,8.169559585232324,ppo,37,5.062604699234532,33.87774318880409,85.34337667516847,34.74135491545239
0.25,0.4,0.3976,30,True,12.622175718942419,ppo,6,42.66068664186364,52.80866558780023,30.681224926077,45.53359766515994
0.25,0.4,0.3976,31,True,12.627510576985044,ppo,22,35.254938492194874,38.135726744923076,58.600741122715256,72.20651453083518
0.25,0.4,0.3976,32,False,12.14080296220917,ppo,0,89.19830888905558,23.820529946385708,26.719827352276518,34.465855823959245
0.25,0.4,0.3976,33,True,6.455096177251612,ppo,6,81.86689635394485,48.8405990787097,72.0366190974615,57.549495867529814
0.25,0.4,0.3976,34,True,13.509523154969935,ppo,29,16.352924335402108,88.74330424709161,65.81057060941122,54.964375024565555
0.25,0.4,0.3976,35,False,11.518104071752367,ppo,0,75.72172030194717,28.500586167321636,37.52604094856473,51.78345597492352
0.25,0.4,0.3976,36,True,11.80912952694241,ppo,10,22.22624695891535,80.06152290377953,41.81791338422821,60.70393089340596
0.25,0.4,0.3976,37,True,11.950516763771141,ppo,31,86.58119044060942,41.1623620998699,31.802715504275685,41.12647666748845
0.25,0.4,0.3976,38,True,9.830855229868718,ppo,18,63.7873504482197,22.279732901616264,46.8016630774937,75.77362904397233
0.25,0.4,0.3976,39,True,6.754290842253203,ppo,11,86.12770408753393,62.09915955993609,65.97749738405574,71.9514270179282
0.25,0.4,0.3976,40,True,8.558024468748133,ppo,18,91.81905441601133,5.142159974039337,58.55878038557688,21.398101384030582
0.25,0.4,0.3976,41,True,9.391233790042039,ppo,34,24.175770589271483,14.819831350835122,29.51945885296686,81.89941938585727
0.25,0.4,0.3976,42,True,13.651768160895292,ppo,14,73.88393793058523,73.2603225865807,79.36167779628623,38.81211603349068
0.25,0.4,0.3976,43,False,9.804402204663985,ppo,0,19.118075013714265,20.892108926748655,29.93979877587018,51.94327549645208
0.25,0.4,0.3976,44,True,8.090720735321225,ppo,21,7.8390793859676435,70.36188039658201,56.376584849014854,68.99289426538343
0.25,0.4,0.3976,45,False,10.591805884473551,ppo,0,51.23634259505824,76.15469367266053,72.73587851505518,54.94866174232243
0.25,0.4,0.3976,46,True,12.830425345808663,ppo,16,64.48762560663064,38.71633213823125,81.65399826261589,77.85424091063989
0.25,0.4,0.3976,47,True,5.819877922272408,ppo,11,36.92110013481613,35.723493107778644,58.82678075363769,17.851939956695126
0.25,0.4,0.3976,48,True,8.815202350886665,ppo,23,66.43418568326217,25.009603962143096,36.151784111971665,66.65297526925664
0.25,0.4,0.3976,49,True,13.308612233677083,ppo,9,59.32509243361054,43.12809742555766,61.6425362199037,21.561808719642574
0.25,0.5,0.4996,0,True,12.61207373782749,ppo,26,73.94182903156317,35.24998930175609,27.256859054450885,17.259565558402464
0.25,0.5,0.4996,1,True,10.406623228539097,ppo,22,13.049988163415158,67.8110233770206,69.49122620850567,61.45108657996122
0.25,0.5,0.4996,2,False,12.005406897408204,ppo,0,79.89332531223664,31.104732239595627,64.2201406248069,74.09260693526612
0.25,0.5,0.4996,3,True,9.370957123914724,ppo,31,36.74720454445768,94.5775593861246,10.906465981838139,35.464310757761325
0.25,0.5,0.4996,4,False,9.169588513830691,ppo,0,59.11872193296558,29.576122286950127,63.58828375731407,38.34937727339427
0.25,0.5,0.4996,5,False,16.024460411095387,ppo,0,83.75363905545213,59.03328265966916,76.88696010386091,66.97484711950617
0.25,0.5,0.4996,6,True,13.642372706496763,ppo,19,37.78303850453381,31.55181803814892,61.9339201433573,78.12198680821659
0.25,0.5,0.4996,7,True,13.915524292133503,ppo,11,79.9882484749502,56.78297100145208,61.93193332415925,51.822010923755194
0.25,0.5,0.4996,8,False,10.131693785393223,ppo,0,53.41697222144011,14.747882258789222,24.642107416589205,83.69277447375548
